IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,Reference Period Code,Reference Period,Value,Flag Codes,Flags
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,,,17.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,65.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,35.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,10.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,8.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,4.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,22.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,10.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,8.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,4.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,,,31.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,PRT,Portugal,NBR,Number,,,111.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,PRT,Portugal,NBR,Number,,,10.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,,,2.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,,,22.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,79.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,63.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,6.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,12.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,6.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,,,20.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,51.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SVK,Slovak Republic,NBR,Number,,,5.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,,,8.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,,,12.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,82.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,7.0,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,9.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,19.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,35.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,7.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,9.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,19.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,ESP,Spain,NBR,Number,,,26.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,ESP,Spain,NBR,Number,,,66.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,ESP,Spain,NBR,Number,,,19.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,,,9.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,,,881.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,,,35.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,141.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,141.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,6.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,8.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,20.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,6.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,8.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,,,14.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SWE,Sweden,NBR,Number,,,52.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SWE,Sweden,NBR,Number,,,2.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,,,5.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,,,20.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,,,70.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,,,70.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,,,55.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,,,55.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,,,5.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,,,5.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,,,6.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,,,13.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,,,13.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,,,34.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,71.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CHE,Switzerland,NBR,Number,,,15.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,,,13.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,,,670.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,,,24.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,,,24.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,TUR,Turkey,NBR,Number,,,716.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,TUR,Turkey,NBR,Number,,,480.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,TUR,Turkey,NBR,Number,,,402.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,,,622.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,,,3.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,,,1.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,,,4.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,,,11.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,,,1.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,,,7.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,,,24.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,,,11.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,129.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,,,366.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,,,42.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,,,1.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,1272.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,,,1182.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,72.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,1226.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,,,1182.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,44.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,23.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,23.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,14.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,,,1.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,13.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,38.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,,,1.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,37.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,23.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,23.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,14.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,,,1.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,13.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CHL,Chile,NBR,Number,,,36.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CHL,Chile,NBR,Number,,,46.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CHL,Chile,NBR,Number,,,52.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,,,44.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,426.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,38.0,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,,,1.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,37.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,103.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,,,66.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,54.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,66.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,,,52.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,44.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,1.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,3.0,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,,,2.0,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,3.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,5.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,5.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,9.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,,,4.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,9.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,1.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,3.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,,,2.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,3.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,5.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,5.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,EST,Estonia,NBR,Number,,,3.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,EST,Estonia,NBR,Number,,,95.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,EST,Estonia,NBR,Number,,,2.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,,,3.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,,,204.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,EST,Estonia,NBR,Number,,,9.0,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,,,4.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,,,9.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,ISR,Israel,NBR,Number,,,61.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,ISR,Israel,NBR,Number,,,35.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,RUS,Russia,NBR,Number,,,40.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,273.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,188.0,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,85.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,40.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,9.0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,31.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,1.0,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,9.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,50.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,10.0,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,40.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,40.0,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,9.0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,31.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,10.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,1.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,9.0,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,,,34.0,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,105.0,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,,,18.0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,,,17.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,,,334.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,,,50.0,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,,,10.0,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,,,40.0,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,4655.0,,
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CHL,Chile,NBR,Number,,,3.0,,
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,,,10.0,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,74.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,1.0,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,1.0,,
CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,CHL,Chile,NBR,Number,,,3.0,,
CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,,,10.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,,,74.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CHL,Chile,NBR,Number,,,1.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,,,1.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,FRA,France,NBR,Number,,,163.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,FRA,France,NBR,Number,,,83.0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,ITA,Italy,NBR,Number,,,12.0,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,,,6.0,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,ITA,Italy,NBR,Number,,,21.0,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,ITA,Italy,NBR,Number,,,14.0,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,,,6.0,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,ITA,Italy,NBR,Number,,,47.0,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,,,22.0,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,,,289.0,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NZL,New Zealand,NBR,Number,,,214.0,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,,,258.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,NZL,New Zealand,NBR,Number,,,204.0,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,,,6.0,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,,,4.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,,,12.0,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,,,22.0,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,114.0,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,43.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,113.0,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,,,270.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,CAN,Canada,NBR,Number,,,1373.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,CAN,Canada,NBR,Number,,,1364.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,CAN,Canada,NBR,Number,,,85.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,CAN,Canada,NBR,Number,,,51.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CAN,Canada,NBR,Number,,,134.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CAN,Canada,NBR,Number,,,63.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,CAN,Canada,NBR,Number,,,294.0,,
THREATENED,Total number of threatened species,LICHEN,Lichens,CAN,Canada,NBR,Number,,,184.0,,
ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,CAN,Canada,NBR,Number,,,85.0,,
ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,CAN,Canada,NBR,Number,,,51.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,CAN,Canada,NBR,Number,,,134.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,CAN,Canada,NBR,Number,,,63.0,,
THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,CAN,Canada,NBR,Number,,,294.0,,
THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,CAN,Canada,NBR,Number,,,184.0,,
TOT_KNOWN,Total number of known species,MOSS,Mosses,FIN,Finland,NBR,Number,,,892.0,,
TOT_KNOWN,Total number of known species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,1594.0,,
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,23950.0,,
TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,FIN,Finland,NBR,Number,,,892.0,,
TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,1594.0,,
TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,23950.0,,
ENDANGERED,Number of endangered species,REPTILE,Reptiles,FIN,Finland,NBR,Number,,,0.0,,
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,,,1.0,,
ENDANGERED,Number of endangered species,MOSS,Mosses,FIN,Finland,NBR,Number,,,70.0,,
ENDANGERED,Number of endangered species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,81.0,,
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,393.0,,
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,FIN,Finland,NBR,Number,,,0.0,,
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,,,0.0,,
CRITICAL,Number of critically endangered species,MOSS,Mosses,FIN,Finland,NBR,Number,,,37.0,,
CRITICAL,Number of critically endangered species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,63.0,,
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,123.0,,
VULNERABLE,Number of vulnerable species,MOSS,Mosses,FIN,Finland,NBR,Number,,,76.0,,
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,FIN,Finland,NBR,Number,,,124.0,,
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,,,739.0,,
THREATENED,Total number of threatened species,MOSS,Mosses,FIN,Finland,NBR,Number,,,183.0,,
