IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ENDANGERED,Number of endangered species,BIRD,Birds,BEL,Belgium,NBR,Number,,,15.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,BEL,Belgium,NBR,Number,,,20.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,BEL,Belgium,NBR,Number,,,20.0,,
THREATENED,Total number of threatened species,BIRD,Birds,BEL,Belgium,NBR,Number,,,55.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,BEL,Belgium,NBR,Number,,,15.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,BEL,Belgium,NBR,Number,,,20.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,BEL,Belgium,NBR,Number,,,20.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CAN,Canada,NBR,Number,,,674.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CAN,Canada,NBR,Number,,,664.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,CAN,Canada,NBR,Number,,,14.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CAN,Canada,NBR,Number,,,48.0,,
THREATENED,Total number of threatened species,BIRD,Birds,CAN,Canada,NBR,Number,,,88.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CAN,Canada,NBR,Number,,,14.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CAN,Canada,NBR,Number,,,48.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CZE,Czech Republic,NBR,Number,,,237.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CZE,Czech Republic,NBR,Number,,,223.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,CZE,Czech Republic,NBR,Number,,,35.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,CZE,Czech Republic,NBR,Number,,,35.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CZE,Czech Republic,NBR,Number,,,45.0,,
THREATENED,Total number of threatened species,BIRD,Birds,CZE,Czech Republic,NBR,Number,,,115.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,DNK,Denmark,NBR,Number,,,241.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,DNK,Denmark,NBR,Number,,,202.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,DNK,Denmark,NBR,Number,,,15.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,DNK,Denmark,NBR,Number,,,24.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,DNK,Denmark,NBR,Number,,,45.0,,
THREATENED,Total number of threatened species,BIRD,Birds,DNK,Denmark,NBR,Number,,,84.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,DNK,Denmark,NBR,Number,,,15.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,DNK,Denmark,NBR,Number,,,24.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,DNK,Denmark,NBR,Number,,,45.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,FIN,Finland,NBR,Number,,,248.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,FIN,Finland,NBR,Number,,,245.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,FIN,Finland,NBR,Number,,,36.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,FIN,Finland,NBR,Number,,,13.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,FIN,Finland,NBR,Number,,,38.0,,
THREATENED,Total number of threatened species,BIRD,Birds,FIN,Finland,NBR,Number,,,87.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,FIN,Finland,NBR,Number,,,36.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,FIN,Finland,NBR,Number,,,13.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,FIN,Finland,NBR,Number,,,38.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,FRA,France,NBR,Number,,,396.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,FRA,France,NBR,Number,,,284.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,FRA,France,NBR,Number,,,33.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,FRA,France,NBR,Number,,,16.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,FRA,France,NBR,Number,,,58.0,,
THREATENED,Total number of threatened species,BIRD,Birds,FRA,France,NBR,Number,,,107.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,FRA,France,NBR,Number,,,30.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,FRA,France,NBR,Number,,,46.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,DEU,Germany,NBR,Number,,,280.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,DEU,Germany,NBR,Number,,,260.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,DEU,Germany,NBR,Number,,,24.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,DEU,Germany,NBR,Number,,,30.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,DEU,Germany,NBR,Number,,,40.0,,
THREATENED,Total number of threatened species,BIRD,Birds,DEU,Germany,NBR,Number,,,94.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,DEU,Germany,NBR,Number,,,24.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,DEU,Germany,NBR,Number,,,30.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,DEU,Germany,NBR,Number,,,40.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,GRC,Greece,NBR,Number,,,440.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,GRC,Greece,NBR,Number,,,351.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,GRC,Greece,NBR,Number,,,17.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,GRC,Greece,NBR,Number,,,14.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,GRC,Greece,NBR,Number,,,31.0,,
THREATENED,Total number of threatened species,BIRD,Birds,GRC,Greece,NBR,Number,,,62.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,GRC,Greece,NBR,Number,,,17.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,GRC,Greece,NBR,Number,,,14.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,GRC,Greece,NBR,Number,,,31.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,HUN,Hungary,NBR,Number,,,238.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,HUN,Hungary,NBR,Number,,,236.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,HUN,Hungary,NBR,Number,,,20.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,HUN,Hungary,NBR,Number,,,23.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,HUN,Hungary,NBR,Number,,,35.0,,
THREATENED,Total number of threatened species,BIRD,Birds,HUN,Hungary,NBR,Number,,,78.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,HUN,Hungary,NBR,Number,,,20.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,HUN,Hungary,NBR,Number,,,23.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,HUN,Hungary,NBR,Number,,,35.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,ISL,Iceland,NBR,Number,,,75.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,ISL,Iceland,NBR,Number,,,11.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,ISL,Iceland,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,ISL,Iceland,NBR,Number,,,16.0,,
THREATENED,Total number of threatened species,BIRD,Birds,ISL,Iceland,NBR,Number,,,33.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,IRL,Ireland,NBR,Number,,,478.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,IRL,Ireland,NBR,Number,,,478.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,IRL,Ireland,NBR,Number,,,37.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,IRL,Ireland,NBR,Number,,,90.0,,
THREATENED,Total number of threatened species,BIRD,Birds,IRL,Ireland,NBR,Number,,,127.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,ITA,Italy,NBR,Number,,,278.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,ITA,Italy,NBR,Number,,,36.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,ITA,Italy,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,ITA,Italy,NBR,Number,,,21.0,,
THREATENED,Total number of threatened species,BIRD,Birds,ITA,Italy,NBR,Number,,,67.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,JPN,Japan,NBR,Number,,,700.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,JPN,Japan,NBR,Number,,,24.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,JPN,Japan,NBR,Number,,,31.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,JPN,Japan,NBR,Number,,,43.0,,
THREATENED,Total number of threatened species,BIRD,Birds,JPN,Japan,NBR,Number,,,98.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,KOR,Korea,NBR,Number,,,527.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,KOR,Korea,NBR,Number,,,1.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,KOR,Korea,NBR,Number,,,18.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,KOR,Korea,NBR,Number,,,7.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,KOR,Korea,NBR,Number,,,29.0,,
THREATENED,Total number of threatened species,BIRD,Birds,KOR,Korea,NBR,Number,,,54.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,KOR,Korea,NBR,Number,,,0.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,KOR,Korea,NBR,Number,,,0.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,KOR,Korea,NBR,Number,,,0.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,LUX,Luxembourg,NBR,Number,,,131.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,LUX,Luxembourg,NBR,Number,,,8.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,LUX,Luxembourg,NBR,Number,,,7.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,LUX,Luxembourg,NBR,Number,,,11.0,,
THREATENED,Total number of threatened species,BIRD,Birds,LUX,Luxembourg,NBR,Number,,,26.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,MEX,Mexico,NBR,Number,,,1117.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,MEX,Mexico,NBR,Number,,,238.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,MEX,Mexico,NBR,Number,,,96.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,MEX,Mexico,NBR,Number,,,18.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,MEX,Mexico,NBR,Number,,,127.0,,
THREATENED,Total number of threatened species,BIRD,Birds,MEX,Mexico,NBR,Number,,,241.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,MEX,Mexico,NBR,Number,,,51.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,MEX,Mexico,NBR,Number,,,12.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,MEX,Mexico,NBR,Number,,,34.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,168.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,10.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,21.0,,
THREATENED,Total number of threatened species,BIRD,Birds,NLD,Netherlands,NBR,Number,,,41.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,NZL,New Zealand,NBR,Number,,,254.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,NZL,New Zealand,NBR,Number,,,217.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,NZL,New Zealand,NBR,Number,,,13.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,NZL,New Zealand,NBR,Number,,,20.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,NZL,New Zealand,NBR,Number,,,32.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,NOR,Norway,NBR,Number,,,264.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,NOR,Norway,NBR,Number,,,232.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,NOR,Norway,NBR,Number,,,15.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,NOR,Norway,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,NOR,Norway,NBR,Number,,,25.0,,
THREATENED,Total number of threatened species,BIRD,Birds,NOR,Norway,NBR,Number,,,46.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,NOR,Norway,NBR,Number,,,15.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,NOR,Norway,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,NOR,Norway,NBR,Number,,,25.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,POL,Poland,NBR,Number,,,456.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,POL,Poland,NBR,Number,,,449.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,POL,Poland,NBR,Number,,,8.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,POL,Poland,NBR,Number,,,16.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,POL,Poland,NBR,Number,,,10.0,,
THREATENED,Total number of threatened species,BIRD,Birds,POL,Poland,NBR,Number,,,34.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,POL,Poland,NBR,Number,,,8.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,POL,Poland,NBR,Number,,,16.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,POL,Poland,NBR,Number,,,10.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,PRT,Portugal,NBR,Number,,,393.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,PRT,Portugal,NBR,Number,,,362.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,PRT,Portugal,NBR,Number,,,30.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,PRT,Portugal,NBR,Number,,,20.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,PRT,Portugal,NBR,Number,,,61.0,,
THREATENED,Total number of threatened species,BIRD,Birds,PRT,Portugal,NBR,Number,,,111.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,PRT,Portugal,NBR,Number,,,30.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,PRT,Portugal,NBR,Number,,,20.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,PRT,Portugal,NBR,Number,,,61.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,211.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,24.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,17.0,,
THREATENED,Total number of threatened species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,51.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,24.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,10.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,,,17.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,ESP,Spain,NBR,Number,,,641.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,ESP,Spain,NBR,Number,,,21.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,ESP,Spain,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,ESP,Spain,NBR,Number,,,35.0,,
THREATENED,Total number of threatened species,BIRD,Birds,ESP,Spain,NBR,Number,,,66.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,ESP,Spain,NBR,Number,,,21.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,ESP,Spain,NBR,Number,,,10.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,ESP,Spain,NBR,Number,,,35.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,SWE,Sweden,NBR,Number,,,257.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,SWE,Sweden,NBR,Number,,,257.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,SWE,Sweden,NBR,Number,,,11.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,SWE,Sweden,NBR,Number,,,6.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,SWE,Sweden,NBR,Number,,,35.0,,
THREATENED,Total number of threatened species,BIRD,Birds,SWE,Sweden,NBR,Number,,,52.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,SWE,Sweden,NBR,Number,,,11.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,SWE,Sweden,NBR,Number,,,6.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,SWE,Sweden,NBR,Number,,,35.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,205.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,199.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,21.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,9.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,41.0,,
THREATENED,Total number of threatened species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,71.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,21.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,9.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CHE,Switzerland,NBR,Number,,,41.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,TUR,Turkey,NBR,Number,,,506.0,,
THREATENED,Total number of threatened species,BIRD,Birds,TUR,Turkey,NBR,Number,,,17.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,590.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,43.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,27.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,52.0,,
THREATENED,Total number of threatened species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,129.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,43.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,27.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,GBR,United Kingdom,NBR,Number,,,52.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,CHL,Chile,NBR,Number,,,510.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,CHL,Chile,NBR,Number,,,498.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,CHL,Chile,NBR,Number,,,25.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,CHL,Chile,NBR,Number,,,19.0,,
THREATENED,Total number of threatened species,BIRD,Birds,CHL,Chile,NBR,Number,,,46.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CHL,Chile,NBR,Number,,,25.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CHL,Chile,NBR,Number,,,19.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,EST,Estonia,NBR,Number,,,234.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,EST,Estonia,NBR,Number,,,217.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,EST,Estonia,NBR,Number,,,31.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,EST,Estonia,NBR,Number,,,23.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,EST,Estonia,NBR,Number,,,41.0,,
THREATENED,Total number of threatened species,BIRD,Birds,EST,Estonia,NBR,Number,,,95.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,EST,Estonia,NBR,Number,,,31.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,EST,Estonia,NBR,Number,,,23.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,EST,Estonia,NBR,Number,,,41.0,,
THREATENED,Total number of threatened species,BIRD,Birds,RUS,Russia,NBR,Number,,,57.0,,
TOT_KNOWN,Total number of known species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,380.0,,
TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,365.0,,
ENDANGERED,Number of endangered species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,43.0,,
CRITICAL,Number of critically endangered species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,17.0,,
VULNERABLE,Number of vulnerable species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,45.0,,
THREATENED,Total number of threatened species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,105.0,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,43.0,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,17.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,SVN,Slovenia,NBR,Number,,,45.0,,
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,1080.0,,
TOT_KNOWN_IND,Total number of indigenous known species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,1075.0,,
ENDANGERED,Number of endangered species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,20.0,,
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,10.0,,
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,31.0,,
THREATENED,Total number of threatened species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,61.0,,
ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,20.0,,
CRITICAL_IND,Number of critically endangered indigenous species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,10.0,,
VULNERABLE_IND,Number of vulnerable indigenous species,REPTILE,Reptiles,AUS,Australia,NBR,Number,,,31.0,,
