,Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
7370,New Delhi,PM2.5 - Principal,2020-11-03 04:00 AM,2020,11,3,4,150.0,200.0,Unhealthy,159.0,UG/M3,1 Hr,Valid
7371,New Delhi,PM2.5 - Principal,2020-11-03 05:00 AM,2020,11,3,5,156.9,207.0,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
7372,New Delhi,PM2.5 - Principal,2020-11-03 06:00 AM,2020,11,3,6,163.6,214.0,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
7373,New Delhi,PM2.5 - Principal,2020-11-03 07:00 AM,2020,11,3,7,166.5,217.0,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
7374,New Delhi,PM2.5 - Principal,2020-11-03 08:00 AM,2020,11,3,8,171.2,222.0,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
7375,New Delhi,PM2.5 - Principal,2020-11-03 09:00 AM,2020,11,3,9,181.2,231.0,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
7376,New Delhi,PM2.5 - Principal,2020-11-03 10:00 AM,2020,11,3,10,160.0,210.0,Very Unhealthy,123.0,UG/M3,1 Hr,Valid
7377,New Delhi,PM2.5 - Principal,2020-11-03 11:00 AM,2020,11,3,11,132.0,190.0,Unhealthy,105.0,UG/M3,1 Hr,Valid
7378,New Delhi,PM2.5 - Principal,2020-11-03 12:00 PM,2020,11,3,12,97.0,172.0,Unhealthy,64.0,UG/M3,1 Hr,Valid
7379,New Delhi,PM2.5 - Principal,2020-11-03 01:00 PM,2020,11,3,13,72.0,160.0,Unhealthy,47.0,UG/M3,1 Hr,Valid
7380,New Delhi,PM2.5 - Principal,2020-11-03 02:00 PM,2020,11,3,14,58.0,152.0,Unhealthy,44.0,UG/M3,1 Hr,Valid
7381,New Delhi,PM2.5 - Principal,2020-11-03 03:00 PM,2020,11,3,15,43.9,122.0,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
7382,New Delhi,PM2.5 - Principal,2020-11-03 04:00 PM,2020,11,3,16,35.9,102.0,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
7383,New Delhi,PM2.5 - Principal,2020-11-03 05:00 PM,2020,11,3,17,38.9,109.0,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
7384,New Delhi,PM2.5 - Principal,2020-11-03 06:00 PM,2020,11,3,18,46.9,129.0,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
7385,New Delhi,PM2.5 - Principal,2020-11-03 07:00 PM,2020,11,3,19,58.4,152.0,Unhealthy,70.0,UG/M3,1 Hr,Valid
7386,New Delhi,PM2.5 - Principal,2020-11-03 08:00 PM,2020,11,3,20,73.2,160.0,Unhealthy,88.0,UG/M3,1 Hr,Valid
7387,New Delhi,PM2.5 - Principal,2020-11-03 09:00 PM,2020,11,3,21,85.1,166.0,Unhealthy,97.0,UG/M3,1 Hr,Valid
7388,New Delhi,PM2.5 - Principal,2020-11-03 10:00 PM,2020,11,3,22,100.5,174.0,Unhealthy,116.0,UG/M3,1 Hr,Valid
7389,New Delhi,PM2.5 - Principal,2020-11-03 11:00 PM,2020,11,3,23,108.2,178.0,Unhealthy,116.0,UG/M3,1 Hr,Valid
7390,New Delhi,PM2.5 - Principal,2020-11-04 12:00 AM,2020,11,4,0,117.6,183.0,Unhealthy,127.0,UG/M3,1 Hr,Valid
7391,New Delhi,PM2.5 - Principal,2020-11-04 01:00 AM,2020,11,4,1,127.3,188.0,Unhealthy,137.0,UG/M3,1 Hr,Valid
7392,New Delhi,PM2.5 - Principal,2020-11-04 02:00 AM,2020,11,4,2,143.6,196.0,Unhealthy,160.0,UG/M3,1 Hr,Valid
7393,New Delhi,PM2.5 - Principal,2020-11-04 03:00 AM,2020,11,4,3,152.8,203.0,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
7394,New Delhi,PM2.5 - Principal,2020-11-04 04:00 AM,2020,11,4,4,157.4,208.0,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
7395,New Delhi,PM2.5 - Principal,2020-11-04 05:00 AM,2020,11,4,5,158.7,209.0,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
7396,New Delhi,PM2.5 - Principal,2020-11-04 06:00 AM,2020,11,4,6,150.3,200.0,Unhealthy,142.0,UG/M3,1 Hr,Valid
7397,New Delhi,PM2.5 - Principal,2020-11-04 07:00 AM,2020,11,4,7,138.4,194.0,Unhealthy,124.0,UG/M3,1 Hr,Valid
7398,New Delhi,PM2.5 - Principal,2020-11-04 08:00 AM,2020,11,4,8,142.0,196.0,Unhealthy,145.0,UG/M3,1 Hr,Valid
7399,New Delhi,PM2.5 - Principal,2020-11-04 09:00 AM,2020,11,4,9,154.1,205.0,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
7400,New Delhi,PM2.5 - Principal,2020-11-04 10:00 AM,2020,11,4,10,187.1,237.0,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
7401,New Delhi,PM2.5 - Principal,2020-11-04 11:00 AM,2020,11,4,11,199.9,250.0,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
7402,New Delhi,PM2.5 - Principal,2020-11-04 12:00 PM,2020,11,4,12,268.8,319.0,Hazardous,333.0,UG/M3,1 Hr,Valid
7403,New Delhi,PM2.5 - Principal,2020-11-04 01:00 PM,2020,11,4,13,378.4,419.0,Hazardous,488.0,UG/M3,1 Hr,Valid
7404,New Delhi,PM2.5 - Principal,2020-11-04 02:00 PM,2020,11,4,14,450.2,467.0,Hazardous,522.0,UG/M3,1 Hr,Valid
7405,New Delhi,PM2.5 - Principal,2020-11-04 03:00 PM,2020,11,4,15,486.6,491.0,Hazardous,523.0,UG/M3,1 Hr,Valid
7406,New Delhi,PM2.5 - Principal,2020-11-04 04:00 PM,2020,11,4,16,486.3,491.0,Hazardous,486.0,UG/M3,1 Hr,Valid
7407,New Delhi,PM2.5 - Principal,2020-11-04 05:00 PM,2020,11,4,17,466.7,478.0,Hazardous,447.0,UG/M3,1 Hr,Valid
7408,New Delhi,PM2.5 - Principal,2020-11-04 06:00 PM,2020,11,4,18,439.8,460.0,Hazardous,413.0,UG/M3,1 Hr,Valid
7409,New Delhi,PM2.5 - Principal,2020-11-04 07:00 PM,2020,11,4,19,417.4,445.0,Hazardous,395.0,UG/M3,1 Hr,Valid
7410,New Delhi,PM2.5 - Principal,2020-11-04 08:00 PM,2020,11,4,20,396.2,431.0,Hazardous,375.0,UG/M3,1 Hr,Valid
7411,New Delhi,PM2.5 - Principal,2020-11-04 09:00 PM,2020,11,4,21,381.1,421.0,Hazardous,366.0,UG/M3,1 Hr,Valid
7412,New Delhi,PM2.5 - Principal,2020-11-04 10:00 PM,2020,11,4,22,364.0,410.0,Hazardous,347.0,UG/M3,1 Hr,Valid
7413,New Delhi,PM2.5 - Principal,2020-11-04 11:00 PM,2020,11,4,23,364.6,410.0,Hazardous,344.0,UG/M3,1 Hr,Valid
7414,New Delhi,PM2.5 - Principal,2020-11-05 12:00 AM,2020,11,5,0,363.2,409.0,Hazardous,356.0,UG/M3,1 Hr,Valid
7415,New Delhi,PM2.5 - Principal,2020-11-05 01:00 AM,2020,11,5,1,360.8,408.0,Hazardous,357.0,UG/M3,1 Hr,Valid
7416,New Delhi,PM2.5 - Principal,2020-11-05 02:00 AM,2020,11,5,2,361.9,409.0,Hazardous,365.0,UG/M3,1 Hr,Valid
7417,New Delhi,PM2.5 - Principal,2020-11-05 03:00 AM,2020,11,5,3,358.9,407.0,Hazardous,350.0,UG/M3,1 Hr,Valid
7418,New Delhi,PM2.5 - Principal,2020-11-05 04:00 AM,2020,11,5,4,365.1,411.0,Hazardous,381.0,UG/M3,1 Hr,Valid
7419,New Delhi,PM2.5 - Principal,2020-11-05 05:00 AM,2020,11,5,5,366.8,412.0,Hazardous,378.0,UG/M3,1 Hr,Valid
7420,New Delhi,PM2.5 - Principal,2020-11-05 06:00 AM,2020,11,5,6,368.1,413.0,Hazardous,384.0,UG/M3,1 Hr,Valid
7421,New Delhi,PM2.5 - Principal,2020-11-05 07:00 AM,2020,11,5,7,363.9,410.0,Hazardous,349.0,UG/M3,1 Hr,Valid
7422,New Delhi,PM2.5 - Principal,2020-11-05 08:00 AM,2020,11,5,8,346.6,396.0,Hazardous,291.0,UG/M3,1 Hr,Valid
7423,New Delhi,PM2.5 - Principal,2020-11-05 09:00 AM,2020,11,5,9,312.7,363.0,Hazardous,257.0,UG/M3,1 Hr,Valid
7424,New Delhi,PM2.5 - Principal,2020-11-05 10:00 AM,2020,11,5,10,279.5,330.0,Hazardous,237.0,UG/M3,1 Hr,Valid
7425,New Delhi,PM2.5 - Principal,2020-11-05 11:00 AM,2020,11,5,11,275.4,326.0,Hazardous,269.0,UG/M3,1 Hr,Valid
7426,New Delhi,PM2.5 - Principal,2020-11-05 12:00 PM,2020,11,5,12,250.7,301.0,Hazardous,222.0,UG/M3,1 Hr,Valid
7427,New Delhi,PM2.5 - Principal,2020-11-05 01:00 PM,2020,11,5,13,213.6,264.0,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
7428,New Delhi,PM2.5 - Principal,2020-11-05 02:00 PM,2020,11,5,14,196.8,247.0,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
7429,New Delhi,PM2.5 - Principal,2020-11-05 03:00 PM,2020,11,5,15,198.3,248.0,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
7430,New Delhi,PM2.5 - Principal,2020-11-05 04:00 PM,2020,11,5,16,208.6,259.0,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
7431,New Delhi,PM2.5 - Principal,2020-11-05 05:00 PM,2020,11,5,17,199.8,250.0,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
7432,New Delhi,PM2.5 - Principal,2020-11-05 06:00 PM,2020,11,5,18,195.1,245.0,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
7433,New Delhi,PM2.5 - Principal,2020-11-05 07:00 PM,2020,11,5,19,189.2,239.0,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
7434,New Delhi,PM2.5 - Principal,2020-11-05 08:00 PM,2020,11,5,20,185.0,235.0,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
7435,New Delhi,PM2.5 - Principal,2020-11-05 09:00 PM,2020,11,5,21,187.7,238.0,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
7436,New Delhi,PM2.5 - Principal,2020-11-05 10:00 PM,2020,11,5,22,195.4,245.0,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
7437,New Delhi,PM2.5 - Principal,2020-11-05 11:00 PM,2020,11,5,23,196.9,247.0,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
7438,New Delhi,PM2.5 - Principal,2020-11-06 12:00 AM,2020,11,6,0,200.7,251.0,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
7439,New Delhi,PM2.5 - Principal,2020-11-06 01:00 AM,2020,11,6,1,204.5,255.0,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
7440,New Delhi,PM2.5 - Principal,2020-11-06 02:00 AM,2020,11,6,2,209.0,259.0,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
7441,New Delhi,PM2.5 - Principal,2020-11-06 03:00 AM,2020,11,6,3,217.6,267.0,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
7442,New Delhi,PM2.5 - Principal,2020-11-06 04:00 AM,2020,11,6,4,230.8,281.0,Very Unhealthy,254.0,UG/M3,1 Hr,Valid
7443,New Delhi,PM2.5 - Principal,2020-11-06 05:00 AM,2020,11,6,5,256.1,307.0,Hazardous,288.0,UG/M3,1 Hr,Valid
7444,New Delhi,PM2.5 - Principal,2020-11-06 06:00 AM,2020,11,6,6,265.2,316.0,Hazardous,279.0,UG/M3,1 Hr,Valid
7445,New Delhi,PM2.5 - Principal,2020-11-06 07:00 AM,2020,11,6,7,259.7,310.0,Hazardous,251.0,UG/M3,1 Hr,Valid
7446,New Delhi,PM2.5 - Principal,2020-11-06 08:00 AM,2020,11,6,8,247.8,297.0,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
7447,New Delhi,PM2.5 - Principal,2020-11-06 09:00 AM,2020,11,6,9,241.1,291.0,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
7448,New Delhi,PM2.5 - Principal,2020-11-06 10:00 AM,2020,11,6,10,241.8,291.0,Very Unhealthy,243.0,UG/M3,1 Hr,Valid
7449,New Delhi,PM2.5 - Principal,2020-11-06 11:00 AM,2020,11,6,11,256.9,307.0,Hazardous,296.0,UG/M3,1 Hr,Valid
7450,New Delhi,PM2.5 - Principal,2020-11-06 12:00 PM,2020,11,6,12,258.6,309.0,Hazardous,262.0,UG/M3,1 Hr,Valid
7451,New Delhi,PM2.5 - Principal,2020-11-06 01:00 PM,2020,11,6,13,258.9,309.0,Hazardous,260.0,UG/M3,1 Hr,Valid
7452,New Delhi,PM2.5 - Principal,2020-11-06 02:00 PM,2020,11,6,14,259.9,310.0,Hazardous,262.0,UG/M3,1 Hr,Valid
7453,New Delhi,PM2.5 - Principal,2020-11-06 03:00 PM,2020,11,6,15,243.5,293.0,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
7454,New Delhi,PM2.5 - Principal,2020-11-06 04:00 PM,2020,11,6,16,187.7,238.0,Very Unhealthy,142.0,UG/M3,1 Hr,Valid
7455,New Delhi,PM2.5 - Principal,2020-11-06 05:00 PM,2020,11,6,17,163.8,214.0,Very Unhealthy,140.0,UG/M3,1 Hr,Valid
7456,New Delhi,PM2.5 - Principal,2020-11-06 06:00 PM,2020,11,6,18,158.4,209.0,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
7457,New Delhi,PM2.5 - Principal,2020-11-06 07:00 PM,2020,11,6,19,159.6,210.0,Very Unhealthy,161.0,UG/M3,1 Hr,Valid
7458,New Delhi,PM2.5 - Principal,2020-11-06 08:00 PM,2020,11,6,20,164.8,215.0,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
7459,New Delhi,PM2.5 - Principal,2020-11-06 09:00 PM,2020,11,6,21,176.4,227.0,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
7460,New Delhi,PM2.5 - Principal,2020-11-06 10:00 PM,2020,11,6,22,200.7,251.0,Very Unhealthy,225.0,UG/M3,1 Hr,Valid
7461,New Delhi,PM2.5 - Principal,2020-11-06 11:00 PM,2020,11,6,23,238.9,289.0,Very Unhealthy,278.0,UG/M3,1 Hr,Valid
7462,New Delhi,PM2.5 - Principal,2020-11-07 12:00 AM,2020,11,7,0,278.6,329.0,Hazardous,318.0,UG/M3,1 Hr,Valid
7463,New Delhi,PM2.5 - Principal,2020-11-07 01:00 AM,2020,11,7,1,311.8,362.0,Hazardous,345.0,UG/M3,1 Hr,Valid
7464,New Delhi,PM2.5 - Principal,2020-11-07 02:00 AM,2020,11,7,2,349.4,399.0,Hazardous,387.0,UG/M3,1 Hr,Valid
7465,New Delhi,PM2.5 - Principal,2020-11-07 03:00 AM,2020,11,7,3,380.2,421.0,Hazardous,411.0,UG/M3,1 Hr,Valid
7466,New Delhi,PM2.5 - Principal,2020-11-07 04:00 AM,2020,11,7,4,416.1,444.0,Hazardous,452.0,UG/M3,1 Hr,Valid
7467,New Delhi,PM2.5 - Principal,2020-11-07 05:00 AM,2020,11,7,5,448.6,466.0,Hazardous,481.0,UG/M3,1 Hr,Valid
7468,New Delhi,PM2.5 - Principal,2020-11-07 06:00 AM,2020,11,7,6,468.3,479.0,Hazardous,488.0,UG/M3,1 Hr,Valid
7469,New Delhi,PM2.5 - Principal,2020-11-07 07:00 AM,2020,11,7,7,490.7,494.0,Hazardous,513.0,UG/M3,1 Hr,Valid
7470,New Delhi,PM2.5 - Principal,2020-11-07 08:00 AM,2020,11,7,8,501.9,501.0,Hazardous,513.0,UG/M3,1 Hr,Valid
7471,New Delhi,PM2.5 - Principal,2020-11-07 09:00 AM,2020,11,7,9,505.4,503.0,Hazardous,509.0,UG/M3,1 Hr,Valid
7472,New Delhi,PM2.5 - Principal,2020-11-07 10:00 AM,2020,11,7,10,498.7,499.0,Hazardous,493.0,UG/M3,1 Hr,Valid
7473,New Delhi,PM2.5 - Principal,2020-11-07 11:00 AM,2020,11,7,11,451.7,468.0,Hazardous,379.0,UG/M3,1 Hr,Valid
7474,New Delhi,PM2.5 - Principal,2020-11-07 12:00 PM,2020,11,7,12,353.1,403.0,Hazardous,262.0,UG/M3,1 Hr,Valid
7475,New Delhi,PM2.5 - Principal,2020-11-07 01:00 PM,2020,11,7,13,263.2,314.0,Hazardous,176.0,UG/M3,1 Hr,Valid
7476,New Delhi,PM2.5 - Principal,2020-11-07 02:00 PM,2020,11,7,14,226.1,276.0,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
7477,New Delhi,PM2.5 - Principal,2020-11-07 03:00 PM,2020,11,7,15,176.0,226.0,Very Unhealthy,126.0,UG/M3,1 Hr,Valid
7478,New Delhi,PM2.5 - Principal,2020-11-07 04:00 PM,2020,11,7,16,149.9,200.0,Unhealthy,124.0,UG/M3,1 Hr,Valid
7479,New Delhi,PM2.5 - Principal,2020-11-07 05:00 PM,2020,11,7,17,128.9,189.0,Unhealthy,108.0,UG/M3,1 Hr,Valid
7480,New Delhi,PM2.5 - Principal,2020-11-07 06:00 PM,2020,11,7,18,122.4,186.0,Unhealthy,116.0,UG/M3,1 Hr,Valid
7481,New Delhi,PM2.5 - Principal,2020-11-07 07:00 PM,2020,11,7,19,121.1,185.0,Unhealthy,120.0,UG/M3,1 Hr,Valid
7482,New Delhi,PM2.5 - Principal,2020-11-07 08:00 PM,2020,11,7,20,131.5,190.0,Unhealthy,142.0,UG/M3,1 Hr,Valid
7483,New Delhi,PM2.5 - Principal,2020-11-07 09:00 PM,2020,11,7,21,144.2,197.0,Unhealthy,157.0,UG/M3,1 Hr,Valid
7484,New Delhi,PM2.5 - Principal,2020-11-07 10:00 PM,2020,11,7,22,164.5,215.0,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
7485,New Delhi,PM2.5 - Principal,2020-11-07 11:00 PM,2020,11,7,23,189.2,239.0,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
7486,New Delhi,PM2.5 - Principal,2020-11-08 12:00 AM,2020,11,8,0,220.1,270.0,Very Unhealthy,251.0,UG/M3,1 Hr,Valid
7487,New Delhi,PM2.5 - Principal,2020-11-08 01:00 AM,2020,11,8,1,243.5,293.0,Very Unhealthy,267.0,UG/M3,1 Hr,Valid
7488,New Delhi,PM2.5 - Principal,2020-11-08 02:00 AM,2020,11,8,2,255.7,306.0,Hazardous,268.0,UG/M3,1 Hr,Valid
7489,New Delhi,PM2.5 - Principal,2020-11-08 03:00 AM,2020,11,8,3,264.9,315.0,Hazardous,274.0,UG/M3,1 Hr,Valid
7490,New Delhi,PM2.5 - Principal,2020-11-08 04:00 AM,2020,11,8,4,268.4,319.0,Hazardous,272.0,UG/M3,1 Hr,Valid
7491,New Delhi,PM2.5 - Principal,2020-11-08 05:00 AM,2020,11,8,5,279.2,329.0,Hazardous,290.0,UG/M3,1 Hr,Valid
7492,New Delhi,PM2.5 - Principal,2020-11-08 06:00 AM,2020,11,8,6,297.6,348.0,Hazardous,316.0,UG/M3,1 Hr,Valid
7493,New Delhi,PM2.5 - Principal,2020-11-08 07:00 AM,2020,11,8,7,287.8,338.0,Hazardous,278.0,UG/M3,1 Hr,Valid
7494,New Delhi,PM2.5 - Principal,2020-11-08 08:00 AM,2020,11,8,8,277.4,328.0,Hazardous,267.0,UG/M3,1 Hr,Valid
7495,New Delhi,PM2.5 - Principal,2020-11-08 09:00 AM,2020,11,8,9,267.1,317.0,Hazardous,251.0,UG/M3,1 Hr,Valid
7496,New Delhi,PM2.5 - Principal,2020-11-08 10:00 AM,2020,11,8,10,299.5,350.0,Hazardous,349.0,UG/M3,1 Hr,Valid
7497,New Delhi,PM2.5 - Principal,2020-11-08 11:00 AM,2020,11,8,11,368.7,413.0,Hazardous,451.0,UG/M3,1 Hr,Valid
7498,New Delhi,PM2.5 - Principal,2020-11-08 12:00 PM,2020,11,8,12,413.3,442.0,Hazardous,463.0,UG/M3,1 Hr,Valid
7499,New Delhi,PM2.5 - Principal,2020-11-08 01:00 PM,2020,11,8,13,432.4,455.0,Hazardous,455.0,UG/M3,1 Hr,Valid
7500,New Delhi,PM2.5 - Principal,2020-11-08 02:00 PM,2020,11,8,14,417.1,445.0,Hazardous,399.0,UG/M3,1 Hr,Valid
7501,New Delhi,PM2.5 - Principal,2020-11-08 03:00 PM,2020,11,8,15,336.3,386.0,Hazardous,245.0,UG/M3,1 Hr,Valid
7502,New Delhi,PM2.5 - Principal,2020-11-08 04:00 PM,2020,11,8,16,266.8,317.0,Hazardous,202.0,UG/M3,1 Hr,Valid
7503,New Delhi,PM2.5 - Principal,2020-11-08 05:00 PM,2020,11,8,17,234.9,285.0,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
7504,New Delhi,PM2.5 - Principal,2020-11-08 06:00 PM,2020,11,8,18,221.9,272.0,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
7505,New Delhi,PM2.5 - Principal,2020-11-08 07:00 PM,2020,11,8,19,219.4,269.0,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
7506,New Delhi,PM2.5 - Principal,2020-11-08 08:00 PM,2020,11,8,20,220.7,271.0,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
7507,New Delhi,PM2.5 - Principal,2020-11-08 09:00 PM,2020,11,8,21,233.8,284.0,Very Unhealthy,247.0,UG/M3,1 Hr,Valid
7508,New Delhi,PM2.5 - Principal,2020-11-08 10:00 PM,2020,11,8,22,264.9,315.0,Hazardous,296.0,UG/M3,1 Hr,Valid
7509,New Delhi,PM2.5 - Principal,2020-11-08 11:00 PM,2020,11,8,23,295.9,346.0,Hazardous,327.0,UG/M3,1 Hr,Valid
7510,New Delhi,PM2.5 - Principal,2020-11-09 12:00 AM,2020,11,9,0,314.4,364.0,Hazardous,333.0,UG/M3,1 Hr,Valid
7511,New Delhi,PM2.5 - Principal,2020-11-09 01:00 AM,2020,11,9,1,340.1,390.0,Hazardous,367.0,UG/M3,1 Hr,Valid
7512,New Delhi,PM2.5 - Principal,2020-11-09 02:00 AM,2020,11,9,2,373.3,416.0,Hazardous,406.0,UG/M3,1 Hr,Valid
7513,New Delhi,PM2.5 - Principal,2020-11-09 03:00 AM,2020,11,9,3,403.7,436.0,Hazardous,434.0,UG/M3,1 Hr,Valid
7514,New Delhi,PM2.5 - Principal,2020-11-09 04:00 AM,2020,11,9,4,430.3,454.0,Hazardous,457.0,UG/M3,1 Hr,Valid
7515,New Delhi,PM2.5 - Principal,2020-11-09 05:00 AM,2020,11,9,5,471.2,481.0,Hazardous,512.0,UG/M3,1 Hr,Valid
7516,New Delhi,PM2.5 - Principal,2020-11-09 06:00 AM,2020,11,9,6,533.1,522.0,Hazardous,595.0,UG/M3,1 Hr,Valid
7517,New Delhi,PM2.5 - Principal,2020-11-09 07:00 AM,2020,11,9,7,597.1,564.0,Hazardous,661.0,UG/M3,1 Hr,Valid
7518,New Delhi,PM2.5 - Principal,2020-11-09 08:00 AM,2020,11,9,8,602.1,567.0,Hazardous,607.0,UG/M3,1 Hr,Valid
7519,New Delhi,PM2.5 - Principal,2020-11-09 09:00 AM,2020,11,9,9,590.0,559.0,Hazardous,578.0,UG/M3,1 Hr,Valid
7520,New Delhi,PM2.5 - Principal,2020-11-09 10:00 AM,2020,11,9,10,562.0,541.0,Hazardous,534.0,UG/M3,1 Hr,Valid
7521,New Delhi,PM2.5 - Principal,2020-11-09 11:00 AM,2020,11,9,11,472.3,481.0,Hazardous,381.0,UG/M3,1 Hr,Valid
7522,New Delhi,PM2.5 - Principal,2020-11-09 12:00 PM,2020,11,9,12,456.4,471.0,Hazardous,424.0,UG/M3,1 Hr,Valid
7523,New Delhi,PM2.5 - Principal,2020-11-09 01:00 PM,2020,11,9,13,478.3,485.0,Hazardous,503.0,UG/M3,1 Hr,Valid
7524,New Delhi,PM2.5 - Principal,2020-11-09 02:00 PM,2020,11,9,14,493.4,495.0,Hazardous,514.0,UG/M3,1 Hr,Valid
7525,New Delhi,PM2.5 - Principal,2020-11-09 03:00 PM,2020,11,9,15,490.7,494.0,Hazardous,487.0,UG/M3,1 Hr,Valid
7526,New Delhi,PM2.5 - Principal,2020-11-09 04:00 PM,2020,11,9,16,497.2,498.0,Hazardous,506.0,UG/M3,1 Hr,Valid
7527,New Delhi,PM2.5 - Principal,2020-11-09 05:00 PM,2020,11,9,17,518.7,512.0,Hazardous,548.0,UG/M3,1 Hr,Valid
7528,New Delhi,PM2.5 - Principal,2020-11-09 06:00 PM,2020,11,9,18,546.8,531.0,Hazardous,585.0,UG/M3,1 Hr,Valid
7529,New Delhi,PM2.5 - Principal,2020-11-09 07:00 PM,2020,11,9,19,568.4,545.0,Hazardous,612.0,UG/M3,1 Hr,Valid
7530,New Delhi,PM2.5 - Principal,2020-11-09 08:00 PM,2020,11,9,20,586.4,557.0,Hazardous,615.0,UG/M3,1 Hr,Valid
7531,New Delhi,PM2.5 - Principal,2020-11-09 09:00 PM,2020,11,9,21,635.9,589.0,Hazardous,688.0,UG/M3,1 Hr,Valid
7532,New Delhi,PM2.5 - Principal,2020-11-09 10:00 PM,2020,11,9,22,649.8,599.0,Hazardous,667.0,UG/M3,1 Hr,Valid
7533,New Delhi,PM2.5 - Principal,2020-11-09 11:00 PM,2020,11,9,23,653.6,601.0,Hazardous,672.0,UG/M3,1 Hr,Valid
7534,New Delhi,PM2.5 - Principal,2020-11-10 12:00 AM,2020,11,10,0,661.5,606.0,Hazardous,701.0,UG/M3,1 Hr,Valid
7535,New Delhi,PM2.5 - Principal,2020-11-10 01:00 AM,2020,11,10,1,682.5,620.0,Hazardous,719.0,UG/M3,1 Hr,Valid
7536,New Delhi,PM2.5 - Principal,2020-11-10 02:00 AM,2020,11,10,2,693.3,627.0,Hazardous,714.0,UG/M3,1 Hr,Valid
7537,New Delhi,PM2.5 - Principal,2020-11-10 03:00 AM,2020,11,10,3,712.2,640.0,Hazardous,749.0,UG/M3,1 Hr,Valid
7538,New Delhi,PM2.5 - Principal,2020-11-10 04:00 AM,2020,11,10,4,719.2,645.0,Hazardous,752.0,UG/M3,1 Hr,Valid
7539,New Delhi,PM2.5 - Principal,2020-11-10 05:00 AM,2020,11,10,5,732.8,653.0,Hazardous,777.0,UG/M3,1 Hr,Valid
7540,New Delhi,PM2.5 - Principal,2020-11-10 06:00 AM,2020,11,10,6,755.0,668.0,Hazardous,814.0,UG/M3,1 Hr,Valid
7541,New Delhi,PM2.5 - Principal,2020-11-10 07:00 AM,2020,11,10,7,767.4,676.0,Hazardous,801.0,UG/M3,1 Hr,Valid
7542,New Delhi,PM2.5 - Principal,2020-11-10 08:00 AM,2020,11,10,8,757.6,670.0,Hazardous,748.0,UG/M3,1 Hr,Valid
7543,New Delhi,PM2.5 - Principal,2020-11-10 09:00 AM,2020,11,10,9,768.1,677.0,Hazardous,804.0,UG/M3,1 Hr,Valid
7544,New Delhi,PM2.5 - Principal,2020-11-10 10:00 AM,2020,11,10,10,809.6,704.0,Hazardous,902.0,UG/M3,1 Hr,Valid
7545,New Delhi,PM2.5 - Principal,2020-11-10 11:00 AM,2020,11,10,11,807.7,703.0,Hazardous,813.0,UG/M3,1 Hr,Valid
7546,New Delhi,PM2.5 - Principal,2020-11-10 12:00 PM,2020,11,10,12,670.7,612.0,Hazardous,487.0,UG/M3,1 Hr,Valid
7547,New Delhi,PM2.5 - Principal,2020-11-10 01:00 PM,2020,11,10,13,463.4,476.0,Hazardous,269.0,UG/M3,1 Hr,Valid
